Layer1	Layer2	CKA_Value
dropout	spatio_temporal	0.03515250726694601
dropout	pool	0.9949138339707984
dropout	dropout	0.9949138339707984
dropout	batch_norm	0.21876562615944184
dropout	fc	0.5598073646951051
batch_norm	spatio_temporal	0.9430849605785715
batch_norm	pool	0.2152760663253684
batch_norm	dropout	0.2152760663253684
batch_norm	batch_norm	0.9802171176143643
batch_norm	fc	0.11666683543348635
fc	spatio_temporal	0.01868250652676356
fc	pool	0.5726057520686366
fc	dropout	0.5726057520686366
fc	batch_norm	0.12129120273363493
fc	fc	0.9748828359309794
spatio_temporal	spatio_temporal	0.9830240630057753
spatio_temporal	pool	0.03465559990708566
spatio_temporal	dropout	0.03465559990708566
spatio_temporal	batch_norm	0.9371751907244706
spatio_temporal	fc	0.018705861846047136
pool	spatio_temporal	0.036604879662297
pool	pool	0.994258881107108
pool	dropout	0.994258881107108
pool	batch_norm	0.21490308474469302
pool	fc	0.578780469607353
dropout	spatio_temporal	0.036604879662297
dropout	pool	0.994258881107108
dropout	dropout	0.994258881107108
dropout	batch_norm	0.21490308474469302
dropout	fc	0.578780469607353
batch_norm	spatio_temporal	0.9454094394372401
batch_norm	pool	0.21588823200727908
batch_norm	dropout	0.21588823200727908
batch_norm	batch_norm	0.9782183508444596
batch_norm	fc	0.12080624011064592
fc	spatio_temporal	0.01925586504203927
fc	pool	0.5653766337715965
fc	dropout	0.5653766337715965
fc	batch_norm	0.11785184950194047
fc	fc	0.9729219924834355
spatio_temporal	spatio_temporal	0.98748090162339
spatio_temporal	pool	0.035961802591647746
spatio_temporal	dropout	0.035961802591647746
spatio_temporal	batch_norm	0.9407512947941711
spatio_temporal	fc	0.018762426854971544
pool	spatio_temporal	0.03536690771554962
pool	pool	0.9958163769579306
pool	dropout	0.9958163769579306
pool	batch_norm	0.21130958552127962
pool	fc	0.565802001855658
dropout	spatio_temporal	0.03536690771554962
dropout	pool	0.9958163769579306
dropout	dropout	0.9958163769579306
dropout	batch_norm	0.21130958552127962
dropout	fc	0.565802001855658
batch_norm	spatio_temporal	0.9503243803736092
batch_norm	pool	0.21305652226286584
batch_norm	dropout	0.21305652226286584
batch_norm	batch_norm	0.9836524767402014
batch_norm	fc	0.11657011926421276
fc	spatio_temporal	0.018492771617474955
fc	pool	0.5641931345894475
fc	dropout	0.5641931345894475
fc	batch_norm	0.11540928973858604
fc	fc	0.9749511342859405
spatio_temporal	spatio_temporal	0.9869770929885539
spatio_temporal	pool	0.036183993649144576
spatio_temporal	dropout	0.036183993649144576
spatio_temporal	batch_norm	0.9405405899714188
spatio_temporal	fc	0.018393270357177208
pool	spatio_temporal	0.035386106722017904
pool	pool	0.9950543965463474
pool	dropout	0.9950543965463474
pool	batch_norm	0.20730915634759128
pool	fc	0.5594479804772459
dropout	spatio_temporal	0.035386106722017904
dropout	pool	0.9950543965463474
dropout	dropout	0.9950543965463474
dropout	batch_norm	0.20730915634759128
dropout	fc	0.5594479804772459
batch_norm	spatio_temporal	0.9437457840323193
batch_norm	pool	0.21309815038086682
batch_norm	dropout	0.21309815038086682
batch_norm	batch_norm	0.9815784497915175
batch_norm	fc	0.11518389817170159
fc	spatio_temporal	0.018161144961801646
fc	pool	0.5682587192207054
fc	dropout	0.5682587192207054
fc	batch_norm	0.11348858416136609
fc	fc	0.9749659114200279
